type;area;v1;v2;v3;v4;v5;v6;v7;v8;zipy
Parcel- og rækkehuse;8382 Hinnerup;14.462;15.166;13.405;14.626;13.966;13.675;14.681;14.262;8382_11
Ejerlejligheder;8382 Hinnerup;0;0;0;0;0;0;0;0;8382_15
Fritidshuse;8382 Hinnerup;0;0;0;0;0;0;0;0;8382_15
Parcel- og rækkehuse;8382 Hinnerup;13.922;12.996;13.371;14.495;13.983;13.326;15.366;14.707;8382_15
Ejerlejligheder;8382 Hinnerup;0;0;0;0;0;0;0;0;8382_5
Fritidshuse;8382 Hinnerup;0;0;0;0;0;0;0;0;8382_5
Parcel- og rækkehuse;8382 Hinnerup;9.5880003;10.285;9.6040001;10.612;9.9510002;11.025;10.132;12.295;8382_5
Ejerlejligheder;8382 Hinnerup;0;0;0;0;0;0;0;0;8382_7
Fritidshuse;8382 Hinnerup;0;0;0;0;0;0;0;0;8382_7
Parcel- og rækkehuse;8382 Hinnerup;13.717;15.52;16.561001;15.082;15.389;14.956;15.16;13.656;8382_7
Ejerlejligheder;8400 Ebeltoft;0;0;0;0;0;0;0;0;8400_11
Fritidshuse;8400 Ebeltoft;16.983;14.808;16.941;18.021;15.291;16.288;15.98;14.84;8400_11
Parcel- og rækkehuse;8400 Ebeltoft;11.015;11.907;11.096;10.116;10.783;11.648;11.225;11.138;8400_11
Ejerlejligheder;8400 Ebeltoft;0;0;0;13.678;18.129999;15.309;13.431;0;8400_15
Fritidshuse;8400 Ebeltoft;16.136;13.503;12.718;13.388;13.271;12.494;13.565;14.534;8400_15
Parcel- og rækkehuse;8400 Ebeltoft;8.6739998;10.11;9.0609999;11.184;8.7049999;9.1809998;10.447;9.9799995;8400_15
Ejerlejligheder;8400 Ebeltoft;0;0;0;0;0;0;0;0;8400_5
Fritidshuse;8400 Ebeltoft;9.8999996;9.8000002;10.101;10.762;10.863;13.502;13.026;12.695;8400_5
Parcel- og rækkehuse;8400 Ebeltoft;7.145;7.8730001;7.322;7.513;8.1459999;9.3809996;8.8929996;8.2440004;8400_5
Ejerlejligheder;8400 Ebeltoft;0;0;0;0;0;0;0;0;8400_7
Fritidshuse;8400 Ebeltoft;14.472;16.610001;16.707001;16.273001;18.129;17.830999;17.444;20.233999;8400_7
Parcel- og rækkehuse;8400 Ebeltoft;11.046;12.006;11.958;12.649;13.381;14.298;12.651;14.134;8400_7
Ejerlejligheder;8410 Rønde;0;0;0;0;0;0;0;0;8410_11
Fritidshuse;8410 Rønde;0;0;0;16.701;0;0;0;0;8410_11
Parcel- og rækkehuse;8410 Rønde;11.286;12.118;12.799;10.055;10.492;11.178;12.075;13.705;8410_11
Ejerlejligheder;8410 Rønde;0;0;0;0;0;0;0;0;8410_15
Fritidshuse;8410 Rønde;14.792;0;0;14.103;10.392;0;0;12.661;8410_15
Parcel- og rækkehuse;8410 Rønde;10.69;8.7700005;10.178;10.613;11.35;12.317;9.9829998;11.373;8410_15
Ejerlejligheder;8410 Rønde;0;0;0;0;0;0;0;0;8410_5
Fritidshuse;8410 Rønde;8.1300001;9.6269999;9.1630001;11.101;9.1929998;0;10.164;12.11;8410_5
Parcel- og rækkehuse;8410 Rønde;7.9819999;8.6210003;8.2299995;7.6209998;8.8050003;8.3909998;10.534;9.6009998;8410_5
Ejerlejligheder;8410 Rønde;0;0;0;0;0;0;0;0;8410_7
Fritidshuse;8410 Rønde;0;0;17.221001;11.784;14.913;10.409;10.499;0;8410_7
Parcel- og rækkehuse;8410 Rønde;9.2709999;12.123;13.59;13.476;12.788;12.931;13.905;12.518;8410_7
Ejerlejligheder;8420 Knebel;0;0;0;0;0;0;0;0;8420_11
Fritidshuse;8420 Knebel;14.599;14.944;17.197001;17.801001;24.028;19.777;12.835;17.271;8420_11
Parcel- og rækkehuse;8420 Knebel;8.3540001;0;0;0;0;0;0;0;8420_11
Ejerlejligheder;8420 Knebel;0;0;0;0;0;0;0;0;8420_15
Fritidshuse;8420 Knebel;15.094;13.511;24.018;18.181;17.843;15.59;15.149;14.324;8420_15
Parcel- og rækkehuse;8420 Knebel;9.8719997;0;0;0;6.5440001;9.5430002;0;8.2200003;8420_15
Ejerlejligheder;8420 Knebel;0;0;0;0;0;0;0;0;8420_5
Fritidshuse;8420 Knebel;9.6669998;9.9399996;9.8520002;10.621;13.296;13.038;12.149;13.237;8420_5
Parcel- og rækkehuse;8420 Knebel;5.9689999;5.4549999;7.7979999;5.8400002;7.2800002;0;7.1290002;8.0139999;8420_5
Ejerlejligheder;8420 Knebel;0;0;0;0;0;0;0;0;8420_7
Fritidshuse;8420 Knebel;15.435;18.535;21.018;17.518;18.917;21.587999;18.554001;17.747999;8420_7
Parcel- og rækkehuse;8420 Knebel;11.045;8.368;10.423;8.5360003;10.586;0;0;0;8420_7
Ejerlejligheder;8444 Balle;0;0;0;0;0;0;0;0;8444_11
Fritidshuse;8444 Balle;0;0;0;0;0;0;0;0;8444_11
Parcel- og rækkehuse;8444 Balle;0;0;0;0;0;0;0;0;8444_11
Ejerlejligheder;8444 Balle;0;0;0;0;0;0;0;0;8444_15
Fritidshuse;8444 Balle;0;0;0;0;0;0;0;0;8444_15
Parcel- og rækkehuse;8444 Balle;0;0;0;0;0;0;0;0;8444_15
Ejerlejligheder;8444 Balle;0;0;0;0;0;0;0;0;8444_5
Fritidshuse;8444 Balle;0;0;0;0;0;0;0;0;8444_5
Parcel- og rækkehuse;8444 Balle;0;4.3909998;0;0;5.6399999;0;4.7930002;0;8444_5
Ejerlejligheder;8444 Balle;0;0;0;0;0;0;0;0;8444_7
Fritidshuse;8444 Balle;0;0;0;0;0;0;0;0;8444_7
Parcel- og rækkehuse;8444 Balle;0;0;0;0;0;0;0;0;8444_7
Ejerlejligheder;8450 Hammel;0;0;0;0;0;0;0;0;8450_11
Fritidshuse;8450 Hammel;0;0;0;0;0;0;0;0;8450_11
Parcel- og rækkehuse;8450 Hammel;10.743;11.171;10.599;11.99;10.053;11.156;12.084;11.373;8450_11
Ejerlejligheder;8450 Hammel;0;0;0;0;0;0;0;0;8450_15
Fritidshuse;8450 Hammel;0;0;0;0;0;0;0;0;8450_15
Parcel- og rækkehuse;8450 Hammel;9.7320004;11.568;11.43;12.211;9.3470001;9.9709997;9.382;10.923;8450_15
Ejerlejligheder;8450 Hammel;0;0;0;0;0;0;0;0;8450_5
Fritidshuse;8450 Hammel;0;0;0;0;0;0;0;0;8450_5
Parcel- og rækkehuse;8450 Hammel;7.4039998;6.803;7.7789998;7.8779998;8.3050003;7.0430002;8.1780005;8.9969997;8450_5
Ejerlejligheder;8450 Hammel;0;0;0;0;0;0;0;0;8450_7
Fritidshuse;8450 Hammel;0;0;0;0;0;0;0;0;8450_7
Parcel- og rækkehuse;8450 Hammel;9.7650003;11.727;13.655;11.168;12.036;12.7;9.6969995;12.324;8450_7
Ejerlejligheder;8462 Harlev J;0;0;0;0;0;0;0;0;8462_11
Fritidshuse;8462 Harlev J;0;0;0;0;0;0;0;0;8462_11
Parcel- og rækkehuse;8462 Harlev J;0;11.329;13.259;13.368;12.275;16.17;12.805;13.507;8462_11
Ejerlejligheder;8462 Harlev J;0;0;0;0;0;0;0;0;8462_15
Fritidshuse;8462 Harlev J;0;0;0;0;0;0;0;0;8462_15
Parcel- og rækkehuse;8462 Harlev J;12.242;12.831;13.179;12.379;11.187;12.858;12.834;14.577;8462_15
Ejerlejligheder;8462 Harlev J;0;0;0;0;0;0;0;0;8462_5
Fritidshuse;8462 Harlev J;0;0;0;0;0;0;0;0;8462_5
Parcel- og rækkehuse;8462 Harlev J;8.5459995;7.5570002;6.9489999;8.4099998;9.2139997;8.5649996;0;0;8462_5
Ejerlejligheder;8462 Harlev J;0;0;0;0;0;0;0;0;8462_7
Fritidshuse;8462 Harlev J;0;0;0;0;0;0;0;0;8462_7
Parcel- og rækkehuse;8462 Harlev J;0;0;14.432;0;0;15.083;16.455999;15.948;8462_7
Ejerlejligheder;8464 Galten;0;0;0;0;0;0;0;0;8464_11
Fritidshuse;8464 Galten;0;0;0;0;0;0;0;0;8464_11
Parcel- og rækkehuse;8464 Galten;12.37;12.443;12.584;12.823;12.981;13.071;11.695;11.967;8464_11
Ejerlejligheder;8464 Galten;0;0;0;0;0;0;0;14.786;8464_15
Fritidshuse;8464 Galten;0;0;0;0;0;0;0;0;8464_15
Parcel- og rækkehuse;8464 Galten;12.242;13.067;11.567;12.439;12.369;12.136;13.485;12.709;8464_15
Ejerlejligheder;8464 Galten;10.094;0;0;0;10.591;0;10.589;0;8464_5
Fritidshuse;8464 Galten;0;0;0;0;0;0;0;0;8464_5
Parcel- og rækkehuse;8464 Galten;8.875;8.8570004;9.4209995;9.085;9.408;10.118;8.7349997;10.244;8464_5
Ejerlejligheder;8464 Galten;0;16.650999;0;0;0;0;0;0;8464_7
Fritidshuse;8464 Galten;0;0;0;0;0;0;0;0;8464_7
Parcel- og rækkehuse;8464 Galten;13.425;13.85;13.606;14.057;14.74;13.845;14.249;14.8;8464_7
Ejerlejligheder;8471 Sabro;0;0;0;0;0;0;0;0;8471_11
Fritidshuse;8471 Sabro;0;0;0;0;0;0;0;0;8471_11
Parcel- og rækkehuse;8471 Sabro;13.499;11.806;13.852;12.802;12.975;14.836;12.46;13.991;8471_11
Ejerlejligheder;8471 Sabro;0;0;0;0;0;0;0;0;8471_15
Fritidshuse;8471 Sabro;0;0;0;0;0;0;0;0;8471_15
Parcel- og rækkehuse;8471 Sabro;0;11.442;13.365;11.511;13.302;15.445;13.445;13.836;8471_15
Ejerlejligheder;8471 Sabro;0;0;0;0;0;0;0;0;8471_5
Fritidshuse;8471 Sabro;0;0;0;0;0;0;0;0;8471_5
Parcel- og rækkehuse;8471 Sabro;7.3740001;7.9299998;8.3800001;8.6420002;6.9640002;0;7.6259999;0;8471_5
Ejerlejligheder;8471 Sabro;0;0;0;0;0;0;0;0;8471_7
Fritidshuse;8471 Sabro;0;0;0;0;0;0;0;0;8471_7
Parcel- og rækkehuse;8471 Sabro;11.982;14.44;15.215;9.2559996;12.913;12.197;14.581;16.802999;8471_7
Ejerlejligheder;8472 Sporup;0;0;0;0;0;0;0;0;8472_11
Fritidshuse;8472 Sporup;0;0;0;0;0;0;0;0;8472_11
Parcel- og rækkehuse;8472 Sporup;0;0;0;0;0;0;0;0;8472_11
Ejerlejligheder;8472 Sporup;0;0;0;0;0;0;0;0;8472_15
Fritidshuse;8472 Sporup;0;0;0;0;0;0;0;0;8472_15
Parcel- og rækkehuse;8472 Sporup;0;0;0;0;0;0;0;0;8472_15
Ejerlejligheder;8472 Sporup;0;0;0;0;0;0;0;0;8472_5
Fritidshuse;8472 Sporup;0;0;0;0;0;0;0;0;8472_5
Parcel- og rækkehuse;8472 Sporup;0;0;0;0;5.0599999;0;0;0;8472_5
Ejerlejligheder;8472 Sporup;0;0;0;0;0;0;0;0;8472_7
Fritidshuse;8472 Sporup;0;0;0;0;0;0;0;0;8472_7
Parcel- og rækkehuse;8472 Sporup;0;5.9250002;0;0;0;0;0;0;8472_7
Ejerlejligheder;8500 Grenaa;0;0;0;0;0;0;0;0;8500_11
Fritidshuse;8500 Grenaa;14.934;14.071;15.262;31.944;0;0;0;0;8500_11
Parcel- og rækkehuse;8500 Grenaa;8.2609997;9.4840002;9.0970001;8.8140001;8.5019999;7.993;9.1479998;8.2410002;8500_11
Ejerlejligheder;8500 Grenaa;0;0;0;0;0;5.809;5.48;0;8500_15
Fritidshuse;8500 Grenaa;10.968;15.053;14.462;16.091999;12.984;13.448;0;19.031;8500_15
Parcel- og rækkehuse;8500 Grenaa;7.7870002;7.105;8.2980003;7.3169999;6.7309999;7.132;7.4749999;7.8179998;8500_15
Ejerlejligheder;8500 Grenaa;0;0;0;0;0;0;0;0;8500_5
Fritidshuse;8500 Grenaa;7.165;7.6989999;9.4040003;9.6350002;11.207;8.4449997;0;0;8500_5
Parcel- og rækkehuse;8500 Grenaa;5.3870001;5.415;5.3610001;5.7849998;6.1950002;4.8429999;5.697;6.605;8500_5
Ejerlejligheder;8500 Grenaa;6.4070001;7.3429999;0;0;8.0959997;7.777;8.1429996;6.901;8500_7
Fritidshuse;8500 Grenaa;14.198;14.212;20.229;14.887;0;0;15.89;0;8500_7
Parcel- og rækkehuse;8500 Grenaa;7.5780001;8.1070004;8.3280001;8.2440004;8.8959999;8.941;8.3719997;9.4239998;8500_7
Ejerlejligheder;8520 Lystrup;0;0;0;15.655;17.295;0;0;0;8520_11
Fritidshuse;8520 Lystrup;0;0;0;0;0;0;0;0;8520_11
Parcel- og rækkehuse;8520 Lystrup;15.159;15.412;18.167;16.695;16.843;17.791;16.752001;17.332001;8520_11
Ejerlejligheder;8520 Lystrup;0;0;0;0;0;0;0;18.778;8520_15
Fritidshuse;8520 Lystrup;0;0;0;0;0;0;0;0;8520_15
Parcel- og rækkehuse;8520 Lystrup;16.943001;18.285999;17.792;16.108999;17.872999;17.266001;17.48;17.75;8520_15
Ejerlejligheder;8520 Lystrup;11.338;11.198;10.292;0;0;0;13.276;0;8520_5
Fritidshuse;8520 Lystrup;0;0;0;0;0;0;0;0;8520_5
Parcel- og rækkehuse;8520 Lystrup;9.6549997;11.169;11.84;10.587;10.026;11.924;12.332;12.479;8520_5
Ejerlejligheder;8520 Lystrup;0;0;0;0;0;0;0;0;8520_7
Fritidshuse;8520 Lystrup;0;0;0;0;0;0;0;0;8520_7
Parcel- og rækkehuse;8520 Lystrup;0;0;20.587;0;0;18.523001;16.858999;18.284;8520_7
Ejerlejligheder;8530 Hjortshøj;0;0;0;0;0;0;0;0;8530_11
Fritidshuse;8530 Hjortshøj;0;0;0;0;0;0;0;0;8530_11
Parcel- og rækkehuse;8530 Hjortshøj;0;0;16.622;14.191;0;0;13.476;12.409;8530_11
Ejerlejligheder;8530 Hjortshøj;0;0;0;0;0;0;0;0;8530_15
Fritidshuse;8530 Hjortshøj;0;0;0;0;0;0;0;0;8530_15
Parcel- og rækkehuse;8530 Hjortshøj;11.756;12.724;16.511;13.543;12.195;12.824;15.917;17.454;8530_15
Ejerlejligheder;8530 Hjortshøj;0;0;0;0;0;0;0;0;8530_5
Fritidshuse;8530 Hjortshøj;0;0;0;0;0;0;0;0;8530_5
Parcel- og rækkehuse;8530 Hjortshøj;8.4049997;8.882;8.5059996;0;9.3249998;9.3760004;8.2449999;12.235;8530_5
Ejerlejligheder;8530 Hjortshøj;0;0;0;0;0;0;0;0;8530_7
Fritidshuse;8530 Hjortshøj;0;0;0;0;0;0;0;0;8530_7
Parcel- og rækkehuse;8530 Hjortshøj;14.33;15.018;0;0;0;0;16.115999;17.077999;8530_7
Ejerlejligheder;8541 Skødstrup;0;0;0;0;0;0;0;0;8541_11
Fritidshuse;8541 Skødstrup;0;0;0;0;0;0;0;0;8541_11
Parcel- og rækkehuse;8541 Skødstrup;14.607;14.003;15.842;14.746;16.228001;15.364;15.609;14.69;8541_11
Ejerlejligheder;8541 Skødstrup;16.841;0;16.6;0;0;0;0;18.396;8541_15
Fritidshuse;8541 Skødstrup;0;0;0;0;0;0;0;0;8541_15
Parcel- og rækkehuse;8541 Skødstrup;14.444;12.767;14.729;15.609;14.803;14.753;16.613001;15.768;8541_15
Ejerlejligheder;8541 Skødstrup;0;0;0;0;0;0;12.06;0;8541_5
Fritidshuse;8541 Skødstrup;0;0;0;0;0;0;0;0;8541_5
Parcel- og rækkehuse;8541 Skødstrup;8.4209995;8.8409996;8.3190002;8.2030001;9.7519999;10.777;11.588;11.128;8541_5
Ejerlejligheder;8541 Skødstrup;0;0;0;0;0;0;0;0;8541_7
Fritidshuse;8541 Skødstrup;0;0;0;0;0;0;0;0;8541_7
Parcel- og rækkehuse;8541 Skødstrup;15.031;15.394;15.122;16.417999;16.784;16.540001;16.063999;14.998;8541_7
Ejerlejligheder;8543 Hornslet;0;0;0;0;0;0;0;0;8543_11
Fritidshuse;8543 Hornslet;0;0;0;0;0;0;0;0;8543_11
Parcel- og rækkehuse;8543 Hornslet;12.254;10.787;13.132;12.4;13.951;12.869;13.706;11.67;8543_11
Ejerlejligheder;8543 Hornslet;0;0;0;0;0;0;0;0;8543_15
Fritidshuse;8543 Hornslet;0;0;0;0;0;0;0;0;8543_15
Parcel- og rækkehuse;8543 Hornslet;12.972;10.975;13.752;11.681;12.015;13.82;13.408;12.813;8543_15
Ejerlejligheder;8543 Hornslet;0;0;0;0;0;0;0;0;8543_5
Fritidshuse;8543 Hornslet;0;0;0;0;0;0;0;0;8543_5
Parcel- og rækkehuse;8543 Hornslet;6.8720002;7.7360001;8.1160002;9.3520002;7.6529999;7.934;8.7060003;6.7059999;8543_5
Ejerlejligheder;8543 Hornslet;0;0;0;0;0;0;0;0;8543_7
Fritidshuse;8543 Hornslet;0;0;0;0;0;0;0;0;8543_7
Parcel- og rækkehuse;8543 Hornslet;12.71;12.655;15.525;13.266;13.492;15.188;14.718;13.293;8543_7
Ejerlejligheder;8544 Mørke;0;0;0;0;0;0;0;0;8544_11
Fritidshuse;8544 Mørke;0;0;0;0;0;0;0;0;8544_11
Parcel- og rækkehuse;8544 Mørke;7.8060002;0;0;9.066;8.7279997;7.6079998;7.9879999;8.8000002;8544_11
Ejerlejligheder;8544 Mørke;0;0;0;0;0;0;0;0;8544_15
Fritidshuse;8544 Mørke;0;0;0;0;0;0;0;0;8544_15
Parcel- og rækkehuse;8544 Mørke;7.303;0;0;6.4349999;8.3439999;7.3569999;0;0;8544_15
Ejerlejligheder;8544 Mørke;0;0;0;0;0;0;0;0;8544_5
Fritidshuse;8544 Mørke;0;0;0;0;0;0;0;0;8544_5
Parcel- og rækkehuse;8544 Mørke;6.5700002;5.8260002;6.5960002;6.085;5.8239999;5.678;6.283;6.803;8544_5
Ejerlejligheder;8544 Mørke;0;0;0;0;0;0;0;0;8544_7
Fritidshuse;8544 Mørke;0;0;0;0;0;0;0;0;8544_7
Parcel- og rækkehuse;8544 Mørke;8.7130003;9.71;0;0;0;12.182;8.9729996;8.25;8544_7
Ejerlejligheder;8550 Ryomgård;0;0;0;0;0;0;0;0;8550_11
Fritidshuse;8550 Ryomgård;0;0;0;0;0;0;0;0;8550_11
Parcel- og rækkehuse;8550 Ryomgård;0;0;8.3070002;11.236;0;0;7.3169999;8.9519997;8550_11
Ejerlejligheder;8550 Ryomgård;0;0;0;0;0;0;0;0;8550_15
Fritidshuse;8550 Ryomgård;0;0;0;0;0;0;0;0;8550_15
Parcel- og rækkehuse;8550 Ryomgård;7.2350001;7.7329998;7.9910002;7.0780001;0;0;8.302;8.6169996;8550_15
Ejerlejligheder;8550 Ryomgård;0;0;0;0;0;0;0;0;8550_5
Fritidshuse;8550 Ryomgård;0;0;0;0;0;0;0;0;8550_5
Parcel- og rækkehuse;8550 Ryomgård;4.8280001;4.7490001;5.4320002;5.6139998;5.9749999;7.7540002;6.6849999;6.7199998;8550_5
Ejerlejligheder;8550 Ryomgård;0;0;0;0;0;0;0;0;8550_7
Fritidshuse;8550 Ryomgård;0;0;0;0;0;0;0;0;8550_7
Parcel- og rækkehuse;8550 Ryomgård;6.711;7.6430001;8.0200005;8.3850002;10.088;9.7810001;9.4069996;9.3330002;8550_7
Ejerlejligheder;8560 Kolind;0;0;0;0;0;0;0;0;8560_11
Fritidshuse;8560 Kolind;0;0;0;0;0;0;0;0;8560_11
Parcel- og rækkehuse;8560 Kolind;0;0;6.7729998;7.1960001;0;0;0;0;8560_11
Ejerlejligheder;8560 Kolind;0;0;0;0;0;0;0;0;8560_15
Fritidshuse;8560 Kolind;0;0;0;0;0;0;0;0;8560_15
Parcel- og rækkehuse;8560 Kolind;5.6999998;4.7740002;6.421;0;0;0;6.915;0;8560_15
Ejerlejligheder;8560 Kolind;0;0;0;0;0;0;0;0;8560_5
Fritidshuse;8560 Kolind;0;0;0;0;0;0;0;0;8560_5
Parcel- og rækkehuse;8560 Kolind;4.9780002;4.6009998;4.8839998;4.8280001;5.941;5.2550001;5.5479999;5.7090001;8560_5
Ejerlejligheder;8560 Kolind;0;0;0;0;0;0;0;0;8560_7
Fritidshuse;8560 Kolind;0;0;0;0;0;0;0;0;8560_7
Parcel- og rækkehuse;8560 Kolind;7.0879998;7.2709999;6.5229998;7.5830002;9.908;7.882;6.7740002;7.401;8560_7
Ejerlejligheder;8570 Trustrup;0;0;0;0;0;0;0;0;8570_11
Fritidshuse;8570 Trustrup;0;0;0;0;0;0;0;0;8570_11
Parcel- og rækkehuse;8570 Trustrup;0;0;0;0;0;0;0;0;8570_11
Ejerlejligheder;8570 Trustrup;0;0;0;0;0;0;0;0;8570_15
Fritidshuse;8570 Trustrup;0;0;0;0;0;0;0;0;8570_15
Parcel- og rækkehuse;8570 Trustrup;0;0;0;2.3840001;6.3540001;0;0;0;8570_15
Ejerlejligheder;8570 Trustrup;0;0;0;0;0;0;0;0;8570_5
Fritidshuse;8570 Trustrup;0;0;0;0;0;0;0;0;8570_5
Parcel- og rækkehuse;8570 Trustrup;4.855;4.1290002;4.869;0;5.053;0;4.4330001;4.927;8570_5
Ejerlejligheder;8570 Trustrup;0;0;0;0;0;0;0;0;8570_7
Fritidshuse;8570 Trustrup;0;0;0;0;0;0;0;0;8570_7
Parcel- og rækkehuse;8570 Trustrup;0;0;4.744;8.1129999;8.2200003;6.9879999;9.3719997;0;8570_7
Ejerlejligheder;8581 Nimtofte;0;0;0;0;0;0;0;0;8581_11
Fritidshuse;8581 Nimtofte;0;0;0;0;0;0;0;0;8581_11
Parcel- og rækkehuse;8581 Nimtofte;0;0;0;0;0;0;0;0;8581_11
Ejerlejligheder;8581 Nimtofte;0;0;0;0;0;0;0;0;8581_15
Fritidshuse;8581 Nimtofte;0;0;0;0;0;0;0;0;8581_15
Parcel- og rækkehuse;8581 Nimtofte;0;0;0;0;0;0;0;0;8581_15
Ejerlejligheder;8581 Nimtofte;0;0;0;0;0;0;0;0;8581_5
Fritidshuse;8581 Nimtofte;0;0;0;0;0;0;0;0;8581_5
Parcel- og rækkehuse;8581 Nimtofte;0;0;0;0;0;0;0;0;8581_5
Ejerlejligheder;8581 Nimtofte;0;0;0;0;0;0;0;0;8581_7
Fritidshuse;8581 Nimtofte;0;0;0;0;0;0;0;0;8581_7
Parcel- og rækkehuse;8581 Nimtofte;0;0;0;0;0;0;0;6.6430001;8581_7
Ejerlejligheder;8585 Glesborg;0;0;0;0;0;0;0;0;8585_11
Fritidshuse;8585 Glesborg;15.05;14.885;14.697;15.274;16.969;15.061;15.983;14.293;8585_11
Parcel- og rækkehuse;8585 Glesborg;6.7659998;6.2859998;0;0;7.9689999;0;0;7.6350002;8585_11
Ejerlejligheder;8585 Glesborg;0;0;0;0;0;0;0;0;8585_15
Fritidshuse;8585 Glesborg;14.216;0;14.576;13.393;12.924;12.7;12.991;10.801;8585_15
Parcel- og rækkehuse;8585 Glesborg;0;0;0;0;5.631;6.026;7.901;0;8585_15
Ejerlejligheder;8585 Glesborg;0;0;0;0;0;0;0;0;8585_5
Fritidshuse;8585 Glesborg;6.756;6.8850002;9.1370001;6.823;8.8690004;9.6300001;10.971;9.8570004;8585_5
Parcel- og rækkehuse;8585 Glesborg;5.1209998;5.7280002;0;0;6.5619998;4.0009999;4.1420002;6.7270002;8585_5
Ejerlejligheder;8585 Glesborg;0;0;0;0;0;0;0;0;8585_7
Fritidshuse;8585 Glesborg;13.458;13.941;13.368;13.86;14.716;15.046;15.271;14.825;8585_7
Parcel- og rækkehuse;8585 Glesborg;0;0;8.1700001;8.3310003;0;0;0;0;8585_7
Ejerlejligheder;8586 Ørum Djurs;0;0;0;0;0;0;0;0;8586_11
Fritidshuse;8586 Ørum Djurs;0;0;0;0;0;0;0;0;8586_11
Parcel- og rækkehuse;8586 Ørum Djurs;0;0;0;0;0;0;0;0;8586_11
Ejerlejligheder;8586 Ørum Djurs;0;0;0;0;0;0;0;0;8586_15
Fritidshuse;8586 Ørum Djurs;0;0;0;0;0;0;0;0;8586_15
Parcel- og rækkehuse;8586 Ørum Djurs;0;0;0;0;0;0;4.4180002;0;8586_15
Ejerlejligheder;8586 Ørum Djurs;0;0;0;0;0;0;0;0;8586_5
Fritidshuse;8586 Ørum Djurs;0;0;0;0;0;0;0;0;8586_5
Parcel- og rækkehuse;8586 Ørum Djurs;0;3.737;3.882;3.2290001;4.5939999;4.098;0;0;8586_5
Ejerlejligheder;8586 Ørum Djurs;0;0;0;0;0;0;0;0;8586_7
Fritidshuse;8586 Ørum Djurs;0;0;0;0;0;0;0;0;8586_7
Parcel- og rækkehuse;8586 Ørum Djurs;4.8860002;0;0;0;0;8.5360003;5.7470002;7.7519999;8586_7
Ejerlejligheder;8592 Anholt;0;0;0;0;0;0;0;0;8592_11
Fritidshuse;8592 Anholt;0;0;0;0;0;0;0;0;8592_11
Parcel- og rækkehuse;8592 Anholt;0;0;0;0;0;0;0;0;8592_11
Ejerlejligheder;8592 Anholt;0;0;0;0;0;0;0;0;8592_15
Fritidshuse;8592 Anholt;0;0;0;0;0;0;0;0;8592_15
Parcel- og rækkehuse;8592 Anholt;0;0;0;0;0;0;0;0;8592_15
Ejerlejligheder;8592 Anholt;0;0;0;0;0;0;0;0;8592_5
Fritidshuse;8592 Anholt;0;0;0;0;0;0;0;0;8592_5
Parcel- og rækkehuse;8592 Anholt;0;0;0;0;0;0;0;0;8592_5
Ejerlejligheder;8592 Anholt;0;0;0;0;0;0;0;0;8592_7
Fritidshuse;8592 Anholt;0;0;0;0;0;0;0;0;8592_7
Parcel- og rækkehuse;8592 Anholt;0;0;0;0;0;0;0;0;8592_7
Ejerlejligheder;8600 Silkeborg;16.42;15.981;18.236;18.85;18.523001;16.958;18.169001;16.513;8600_11
Fritidshuse;8600 Silkeborg;0;0;0;0;0;0;0;0;8600_11
Parcel- og rækkehuse;8600 Silkeborg;13.155;14.24;13.54;13.925;13.977;12.766;13.317;13.635;8600_11
Ejerlejligheder;8600 Silkeborg;15.932;16.07;18.596001;16.145;0;17.573;16.422001;18.018999;8600_15
Fritidshuse;8600 Silkeborg;0;0;0;23.364;0;0;0;0;8600_15
Parcel- og rækkehuse;8600 Silkeborg;13.656;12.928;12.084;13.206;13.806;12.878;13.082;14.045;8600_15
Ejerlejligheder;8600 Silkeborg;12.061;11.414;11.528;12.093;11.787;12.523;12.019;13.19;8600_5
Fritidshuse;8600 Silkeborg;0;0;0;0;0;0;0;0;8600_5
Parcel- og rækkehuse;8600 Silkeborg;8.5970001;8.9490004;8.9569998;9.2629995;9.3850002;9.132;9.8839998;10.499;8600_5
Ejerlejligheder;8600 Silkeborg;14.946;15.252;16.517;15.355;18.096001;17.358999;19.653;19.830999;8600_7
Fritidshuse;8600 Silkeborg;0;0;0;0;0;0;0;0;8600_7
Parcel- og rækkehuse;8600 Silkeborg;13.46;13.498;14.727;16.034;14.857;15.169;15.86;15.706;8600_7
Ejerlejligheder;8620 Kjellerup;0;0;0;0;0;0;0;0;8620_11
Fritidshuse;8620 Kjellerup;0;0;0;0;0;0;0;0;8620_11
Parcel- og rækkehuse;8620 Kjellerup;7.487;8.4580002;8.4469995;6.7800002;7.9809999;9.2349997;8.5459995;6.783;8620_11
Ejerlejligheder;8620 Kjellerup;0;0;0;0;0;0;0;0;8620_15
Fritidshuse;8620 Kjellerup;0;0;0;0;0;0;0;0;8620_15
Parcel- og rækkehuse;8620 Kjellerup;6.2870002;6.665;6.5539999;6.4840002;6.7059999;5.8439999;7.7049999;6.631;8620_15
Ejerlejligheder;8620 Kjellerup;0;0;0;0;0;0;0;0;8620_5
Fritidshuse;8620 Kjellerup;0;0;0;0;0;0;0;0;8620_5
Parcel- og rækkehuse;8620 Kjellerup;4.4450002;5.2519999;5.6100001;4.8169999;5.625;5.8109999;5.573;4.5599999;8620_5
Ejerlejligheder;8620 Kjellerup;0;0;0;0;0;0;0;0;8620_7
